title,company,location,job_desc,date_posted,date_scrapped,salary,website,word_desc
Senior Data Engineer,JMR Software (Pty) Ltd,"Limpopo
      

        
        Johannesburg, Gauteng","You will work within a team solving complex problems to deliver real business value across a wide range of industries such as mining, telco’s, retail and financial services.  You w…",6 days ago,2022-05-08,,careerjet,work within team solve complex problem deliver real business value across wide range industry mining telco ’ retail financial service w…
"CO-OP, DATA SCIENCE",PUMA,"Somerville, MA","Leveraging internal and external data to identify signal and generate recommendations.Using data analysis to solve problems, identify trends, and predict…",30 days ago,2022-05-19,1460466.0,indeed,leverage internal external data identify signal generate recommendationsusing data analysis solve problem identify trend predict…
Data Scientist 1,PUMA,"Somerville, MA","Applies knowledge of statistics, mathematics, machine learning, data modeling and high performance data architectures, software development, and advanced…",30 days ago,2022-05-19,1460466.0,indeed,applies knowledge statistic mathematics machine learn data modeling high performance data architecture software development advanced…
Data Science Associate (Remote),PUMA,"Somerville, MA","Bachelor/Master Degree students pursuing degrees in data science, statistics, applied math, computer science, engineering or other quantitative fields providing…",30 days ago,2022-05-19,1460466.0,indeed,bachelor master degree student pursue degree data statistic apply math computer engineering quantitative field providing…
"Front End Engineer, MADS- Measurement and Data Science",PUMA,"Somerville, MA","Professional non-internship experience with front end, web or mobile software development using JavaScript, HTML and CSS.",30 days ago,2022-05-19,1460466.0,indeed,professional non internship experience front end web mobile software development use javascript html cs
Seasonal Assistant - Data Analyst,PUMA,"Somerville, MA","Create new automation solutions for business data needs.The position will assist data-driven initiatives which primarily support Ticketing, Corporate…",30 days ago,2022-05-19,1460466.0,indeed,create new automation solution business data needsthe position assist data drive initiative primarily support ticket corporate…
newCS304 Introduction to Data Science,PUMA,"Somerville, MA","This course introduces the terminology and scientific techniques of data science, including all steps of the data science pipeline.",30 days ago,2022-05-19,1460466.0,indeed,course introduce terminology scientific technique data include step data pipeline
Data Science Co-Op- Fall 2022,PUMA,"Somerville, MA",Write software to enable data analysis and ensure data quality.Perform exploratory data analysis and contribute to the development of Ethicon’s data pipeline…,30 days ago,2022-05-19,1460466.0,indeed,write software enable data analysis ensure data qualityperform exploratory data analysis contribute development ethicon ’ data pipeline…
Data Science Writer,PUMA,"Somerville, MA",Ability to recognize patterns based on raw data Good sense of what the audience want to read.Produce data-driven content that are useful for job seekers and…,30 days ago,2022-05-19,1460466.0,indeed,ability recognize pattern base raw data good sense audience want readproduce data driven content useful job seeker …
"newAssociate, Data Science (Remote)",PUMA,"Somerville, MA","Researches existing and emerging data science principles, theories, and techniques.Partners with manager/team leads to create visualizations & data storylines…",30 days ago,2022-05-19,1460466.0,indeed,research exist emerge data principle theory techniquespartners manager team lead create visualization data storylines…
Data Mentor (Part-time),PUMA,"Somerville, MA",Helping fellows optimize everything from their resumes to data science projects.3+ years of experience in the technology industry or in a related field as a…,30 days ago,2022-05-19,1460466.0,indeed,help fellow optimize everything resume data projects3 year experience technology industry related field …
newData Science Specialist,PUMA,"Somerville, MA","A bachelor’s degree in computer science, data science, statistics or related field and 3-4 years experience in the areas described below or an equivalent…",30 days ago,2022-05-19,1460466.0,indeed,bachelor ’ degree computer data statistic relate field 3 4 year experience area describe equivalent…
Data Science & Analytics,PUMA,"Somerville, MA","As much as you’re a master at rigorous mining, culling and interpretation of big data, you’re equally at task to glean small but meaningful data insights and…",30 days ago,2022-05-19,1460466.0,indeed,much ’ master rigorous mine culling interpretation big data ’ equally task glean small meaningful data insight …
newData Engineer,PUMA,"Somerville, MA",Proactive data pipeline monitoring to ensure data quality.Translate complex data into actionable insights and business recommendations.,30 days ago,2022-05-19,1460466.0,indeed,proactive data pipeline monitoring ensure data qualitytranslate complex data actionable insight business recommendation
Data Science Analyst - 100% Remote,PUMA,"Somerville, MA","The Data Analyst proactively participates in developing artifacts that are consumed by the data engineering team such as source to target mappings, data quality…",30 days ago,2022-05-19,1460466.0,indeed,data analyst proactively participate develop artifact consume data engineering team source target mapping data quality…
"Associate, Data Science",PUMA,"Somerville, MA","Learn the use and limitations of data from various sources, big data, behavioral data, client data, and how to leverage it to solve client needs.",30 days ago,2022-05-19,1460466.0,indeed,learn use limitation data various source big data behavioral data client data leverage solve client need
newCS304 Introduction to Data Science,Park University Adjuncts,Remote,"This course introduces the terminology and scientific techniques of data science, including all steps of the data science pipeline.",1 day ago,2022-05-19,1460466.0,indeed,course introduce terminology scientific technique data include step data pipeline
Data Scientist,Park University Adjuncts,Remote,"Our team of researchers come from diverse disciplines and they drive innovation, new product ideation, experimental design and testing, complex analysis and…",1 day ago,2022-05-19,1460466.0,indeed,team researcher come diverse discipline drive innovation new product ideation experimental design test complex analysis …
